# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu-clock'
# Event count (approx.): 5733667625
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  ....................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
    28.31%  pin.so                [.] <pin_core::mutable::page::Page>::validate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
    18.49%  libc.so.6             [.] __memmove_avx512_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     6.22%  pin.so                [.] unicode_segmentation::tables::word::word_category                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     5.70%  postgres              [.] 0x0000000000228020                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     2.72%  pin.so                [.] <pin_core::mutable::page::OwnerRef>::read                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     2.19%  libc.so.6             [.] llseek@GLIBC_2.2.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     2.19%  pin.so                [.] <pin_core::mutable::page::Page>::bucket                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     2.02%  [kernel.kallsyms]     [k] do_syscall_64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     1.93%  pin.so                [.] <pin_core::analysis::Analyzed>::analyze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     1.93%  pin.so                [.] pin_core::mutable::load_any::<pin::storage_impl::PgStore>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     1.67%  postgres              [.] GenericXLogRegisterBuffer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     1.14%  postgres              [.] 0x000000000022802c                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     1.05%  pin.so                [.] pin_core::mutable::writer::link_term::<pin::storage_impl::PgStore>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.96%  postgres              [.] 0x0000000000228023                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.88%  pin.so                [.] <pin_core::mutable::page::Page>::owner                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.88%  postgres              [.] 0x0000000000228031                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.79%  [kernel.kallsyms]     [k] shmem_add_to_page_cache                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.79%  libc.so.6             [.] __memcmp_evex_movbe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
