# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 305  of event 'cpu-clock'
# Event count (approx.): 1532663125
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.33%  postgres           [.] ResourceOwnerForget                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.33%  postgres           [.] hash_bytes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.33%  postgres           [.] hash_search_with_hash_value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.33%  postgres           [.] int4out                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.33%  postgres           [.] mdnblocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.33%  postgres           [.] pg_comp_crc32c_avx512                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.33%  postgres           [.] smgrnblocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.33%  postgres           [.] 0x0000000000227496                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x0000000000228023                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x000000000022802c                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x00000000002280af                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x00000000003f7b44                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x000000000059ba6f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x00000000005c61cc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.33%  postgres           [.] 0x00000000005c7351                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
